3.000000 7.000000 6.020000 0.487764 0.673910 -0.554915
4.000000 7.000000 7.030000 0.562421 0.643767 -0.518890
5.000000 7.000000 8.210000 0.619605 0.613065 -0.490144
6.000000 7.000000 9.580000 0.669349 0.579379 -0.465073
7.000000 7.000000 11.120000 0.712418 0.547777 -0.438635
8.000000 7.000000 12.850000 -0.741674 -0.527172 0.414740
9.000000 7.000000 14.720000 0.687887 0.609297 -0.394423
0.000000 8.000000 5.660000 0.249926 0.774940 -0.580522
1.000000 8.000000 6.020000 -0.264075 -0.781637 0.565073
2.000000 8.000000 6.550000 0.358513 0.763650 -0.536942
3.000000 8.000000 7.340000 0.456158 0.738264 -0.496877
4.000000 8.000000 8.330000 0.515760 0.717638 -0.467961
5.000000 8.000000 9.470000 0.564367 0.696006 -0.443921
6.000000 8.000000 10.780000 0.611877 0.671511 -0.417946
7.000000 8.000000 12.280000 0.654005 0.647427 -0.391300
8.000000 8.000000 14.000000 0.708933 0.586383 -0.391880
9.000000 8.000000 15.920000 0.703476 0.610426 -0.364008
0.000000 9.000000 7.070000 -0.296381 -0.788947 0.538258
1.000000 9.000000 7.520000 -0.296381 -0.788947 0.538258
2.000000 9.000000 8.120000 -0.353489 -0.800705 0.483649
3.000000 9.000000 9.020000 -0.422365 -0.786788 0.450081
4.000000 9.000000 10.120000 -0.475687 -0.771719 0.422104
5.000000 9.000000 11.350000 0.582988 0.698889 -0.414341
6.000000 9.000000 12.780000 -0.604125 -0.690191 0.398334
7.000000 9.000000 14.380000 -0.640922 -0.670486 0.373722
8.000000 9.000000 16.200000 -0.681447 -0.636280 0.361634
9.000000 9.000000 18.200000 0.703476 0.610426 -0.364008
